generation,best_fitness,avg_fitness,std_fitness,num_species,avg_species_size
0,0.9450276398213082,0.511329207117722,0.17033498380250178,1,50.0
1,0.9960677206818238,0.7252985787017395,0.15611662552619904,1,50.0
