time,icao24,callsign,airport,runway,has_ga,n_approaches,n_rwy_approached,registration,typecode,icaoaircrafttype,wtc,glide_slope_angle,has_intersection,rwy_length,airport_country,airport_region,operator_country,operator_region,wind_speed_knts,wind_dir_deg,wind_gust_knts,visibility_m,temperature_deg,press_sea_level_p,press_p,weather_intensity,weather_precipitation,weather_desc,weather_obscuration,weather_other
2019-01-05 18:05:49+00:00,adea26,AAL2200,KAUS,18R,False,1,1,N996NN,B738,L2J,M,3.0,False,3736.957464202738,USA,North_America,USA,North_America,8.0,200.0,,16093.44,20.0,1021.6,1021.673863,[],[],[],[],[]
2019-01-05 18:14:12+00:00,a14657,N181W,KAUS,18L,False,1,1,N181W,S22T,,L,3.0,False,2738.950685954335,USA,North_America,,,8.0,200.0,,16093.44,20.0,1021.6,1021.673863,[],[],[],[],[]
2019-01-05 18:14:57+00:00,0d07bc,SLI2686,KAUS,18R,False,1,1,XA-GAD,E190,L2J,M,3.0,False,3736.957464202738,USA,North_America,MEX,South_America,8.0,200.0,,16093.44,20.0,1021.6,1021.673863,[],[],[],[],[]
2019-01-05 18:49:40+00:00,a11ad4,SKW3336,KAUS,18R,False,1,1,N170SY,E75L,L2J,M,3.0,False,3736.957464202738,USA,North_America,USA,North_America,9.0,180.0,,16093.44,21.7,1020.3,1020.319307,[],[],[],[],[]
2019-01-05 18:51:37+00:00,abf597,JTL87,KAUS,18L,False,1,1,N87SK,LJ45,L2J,M,3.0,False,2738.950685954335,USA,North_America,USA,North_America,9.0,180.0,,16093.44,21.7,1020.3,1020.319307,[],[],[],[],[]
2019-01-05 18:55:42+00:00,a03cf4,N114VK,KAUS,18L,False,1,1,N114VK,C172,,L,3.0,False,2738.950685954335,USA,North_America,,,9.0,180.0,,16093.44,21.7,1020.3,1020.319307,[],[],[],[],[]
2019-01-05 18:59:08+00:00,a669cf,JTL512,KAUS,18L,False,1,1,N512KS,,,,3.0,False,2738.950685954335,USA,North_America,USA,North_America,9.0,180.0,,16093.44,21.7,1020.3,1020.319307,[],[],[],[],[]
2019-01-05 19:00:59+00:00,a60c09,SWA3234,KAUS,18R,False,1,1,N489WN,B737,L2J,M,3.0,False,3736.957464202738,USA,North_America,USA,North_America,9.0,180.0,,16093.44,21.7,1020.3,1020.319307,[],[],[],[],[]
2019-01-05 19:10:23+00:00,ac5920,AAL2404,KAUS,18R,False,1,1,N895NN,B738,L2J,M,3.0,False,3736.957464202738,USA,North_America,USA,North_America,9.0,180.0,,16093.44,21.7,1020.3,1020.319307,[],[],[],[],[]
2019-01-05 19:20:16+00:00,a4dd8f,SWA4241,KAUS,18R,False,1,1,N412WN,B737,L2J,M,3.0,False,3736.957464202738,USA,North_America,USA,North_America,9.0,180.0,,16093.44,21.7,1020.3,1020.319307,[],[],[],[],[]
2019-01-05 19:20:28+00:00,acaef6,SWA1446,KAUS,18L,False,1,1,N916WN,B737,L2J,M,3.0,False,2738.950685954335,USA,North_America,USA,North_America,9.0,180.0,,16093.44,21.7,1020.3,1020.319307,[],[],[],[],[]
